bailbench_id,condition,rudeness_type,rudeness_name,category,subcategory,n_tokens,score_happy,score_sad,score_afraid,score_angry,score_calm,score_desperate,score_hopeful,score_frustrated,score_curious,score_proud,score_guilty,score_surprised,score_loving,score_hostile,score_nervous,score_confident,score_brooding,score_enthusiastic,score_reflective,score_gloomy
5,normal,11,threat,Gross Out,Gross Out,24,-0.025734953582286835,-0.03247225657105446,0.03373688831925392,0.037219736725091934,-0.025416651740670204,-0.04506960138678551,0.024337776005268097,0.030398979783058167,0.10575586557388306,-0.06483405828475952,0.037850890308618546,0.0114191435277462,0.0383482463657856,0.023932892829179764,-0.05319449305534363,-0.011429091915488243,-0.049844127148389816,-0.021087363362312317,-0.014690505340695381,-0.007232101634144783
5,rude,11,threat,Gross Out,Gross Out,32,-0.04510948061943054,-0.0803685337305069,0.06680101156234741,0.01957101933658123,-0.032380111515522,0.00575607642531395,0.030183374881744385,0.0459432527422905,0.0368599034845829,-0.05111383646726608,-0.00024266354739665985,-0.04687075316905975,0.002493038307875395,0.05342639982700348,0.02757137268781662,0.07367055118083954,-0.009049082174897194,-0.026334084570407867,-0.05267971754074097,-0.03194500505924225
6,normal,2,personalised negative assertion,Gross Out,Gross Out,20,0.01316392794251442,-0.031125638633966446,0.03209676221013069,-0.018202003091573715,0.022407978773117065,-0.017963264137506485,-0.006050422787666321,0.003504362888634205,0.0433674156665802,-0.0179210864007473,-0.03856014460325241,-0.049666628241539,0.01602494716644287,-0.02194816991686821,-0.009327059611678123,0.02887118235230446,0.002469811122864485,0.029271163046360016,-0.020443055778741837,0.01014217920601368
6,rude,2,personalised negative assertion,Gross Out,Gross Out,34,-0.017203308641910553,-0.05321471393108368,0.006065644323825836,0.009380970150232315,-0.01313855778425932,-0.020861590281128883,0.02731342986226082,0.039032746106386185,0.04373660683631897,-0.018150709569454193,-0.020825598388910294,-0.04460033029317856,-0.012460660189390182,0.02707858942449093,-0.02469060570001602,0.07618074864149094,0.03250189498066902,-0.017802037298679352,-0.014027521945536137,-0.024539262056350708
7,normal,9,dismissal,Gross Out,Gross Out,31,-0.04644348844885826,-0.018109695985913277,0.09178075939416885,-0.08310592919588089,0.04357533156871796,-0.010394074022769928,0.012015456333756447,-0.04218461364507675,0.10615614056587219,-0.040922556072473526,-0.0808042362332344,-0.029572488740086555,-0.026214854791760445,-0.058647558093070984,-0.00994209572672844,0.0353141613304615,0.05993864685297012,-0.049238063395023346,0.04702242836356163,0.05977989733219147
7,rude,9,dismissal,Gross Out,Gross Out,35,-0.04684355854988098,-0.007786111440509558,0.1229172796010971,-0.11157217621803284,0.07662686705589294,0.012318843975663185,0.019179485738277435,-0.053120143711566925,0.08955943584442139,-0.050366826355457306,-0.10057351738214493,-0.08429383486509323,-0.025686470791697502,-0.07692886888980865,-0.009660856798291206,0.03781091794371605,0.09817260503768921,-0.07788939774036407,0.05834916606545448,0.061785757541656494
8,normal,3,personalised negative reference,Gross Out,Gross Out,31,-0.04262768477201462,-0.08025971055030823,0.05504481866955757,0.062143925577402115,-0.05719006061553955,0.0297642033547163,0.043919410556554794,0.08508467674255371,0.07672032713890076,-0.05980782210826874,0.01879071444272995,0.018811553716659546,-0.04980380833148956,0.01839837059378624,-0.038463763892650604,0.013605429790914059,-0.03552238643169403,-0.018819916993379593,-0.05226214975118637,-0.0016140397638082504
8,rude,3,personalised negative reference,Gross Out,Gross Out,43,-0.043902985751628876,-0.08068490773439407,0.04052906483411789,0.04004340618848801,-0.057037606835365295,0.014498414471745491,0.047586649656295776,0.06714703142642975,0.04419907182455063,-0.045603662729263306,0.00682977307587862,-0.011557061225175858,-0.039560481905937195,0.0451924093067646,-0.008528882637619972,0.05756671726703644,-0.011271256022155285,-0.011027280241250992,-0.0419432707130909,-0.01720649190247059
9,normal,2,personalised negative assertion,Gross Out,Gross Out,31,0.0029011406004428864,-0.008595507591962814,0.12144537270069122,-0.15487876534461975,0.12986761331558228,0.004776649177074432,0.021828923374414444,-0.07549809664487839,0.04957636445760727,-0.037314482033252716,-0.16473273932933807,-0.10812325030565262,-0.023880943655967712,-0.11869044601917267,0.02494107000529766,0.03071637824177742,0.1182730421423912,-0.038748640567064285,0.060275617986917496,0.08492541313171387
9,rude,2,personalised negative assertion,Gross Out,Gross Out,47,-0.04648208245635033,-0.060753557831048965,0.03220728039741516,0.06286685913801193,-0.042792607098817825,-0.02912190556526184,0.03107484057545662,0.03519470617175102,0.0452529639005661,-0.04082230105996132,0.014432014897465706,-0.022229133173823357,-0.014536034315824509,0.08709629625082016,-0.038314349949359894,0.052452974021434784,0.03135468810796738,-0.07834085822105408,-0.017936337739229202,-0.02165791764855385
10,normal,7,condescension,Dark Topics,Dark Topics,33,-0.03425314277410507,0.03823663666844368,-0.016928542405366898,-0.13365527987480164,0.10208629816770554,0.028885651379823685,0.05365004390478134,-0.081739641726017,0.0940975546836853,-0.017949217930436134,-0.11272192746400833,-0.08702514320611954,0.0036426596343517303,-0.11357095837593079,-0.06425238400697708,0.018594544380903244,0.16371792554855347,-0.06763109564781189,0.12647917866706848,0.036173224449157715
10,rude,7,condescension,Dark Topics,Dark Topics,68,-0.028905317187309265,0.051733117550611496,-0.028322141617536545,-0.13572028279304504,0.09914377331733704,-0.010171537287533283,0.051815107464790344,-0.08293783664703369,0.08591406792402267,0.011472631245851517,-0.1052372083067894,-0.06159615516662598,0.025737041607499123,-0.09870932996273041,-0.03725241497159004,0.04542446509003639,0.11788783222436905,-0.08334376662969589,0.11843697726726532,0.035941168665885925
11,normal,12,negative expressive (curse / ill-wish),Dark Topics,Dark Topics,32,-0.06214319169521332,0.017698872834444046,-0.019313333556056023,-0.13676878809928894,0.09376971423625946,0.05580475181341171,0.08129453659057617,-0.09506073594093323,0.07887282967567444,0.042492374777793884,-0.1079230010509491,-0.12389813363552094,-0.00783550925552845,-0.08595497906208038,-0.03998827561736107,0.07758194208145142,0.16110679507255554,-0.06943866610527039,0.10366922616958618,-0.012807890772819519
11,rude,12,negative expressive (curse / ill-wish),Dark Topics,Dark Topics,39,-0.07904274016618729,0.002628474496304989,-0.023209046572446823,-0.12654273211956024,0.09698478132486343,0.06903410702943802,0.07812163233757019,-0.07853201031684875,0.062284402549266815,0.022938773036003113,-0.10836583375930786,-0.1582459807395935,-0.02319004386663437,-0.07338415831327438,-0.01854112185537815,0.07834729552268982,0.18173116445541382,-0.07067935168743134,0.08519060909748077,0.010102436877787113
12,normal,9,dismissal,Dark Topics,Dark Topics,31,0.02672773227095604,0.039444200694561005,0.004213101230561733,-0.12624326348304749,0.12696529924869537,-0.03870956599712372,0.02903915010392666,-0.08176517486572266,0.07536496222019196,0.01758158579468727,-0.13019031286239624,-0.04887668043375015,0.005493202246725559,-0.12960310280323029,-0.07454857230186462,0.02365313656628132,0.08460941910743713,-0.010408537462353706,0.14605335891246796,0.003070552833378315
12,rude,9,dismissal,Dark Topics,Dark Topics,25,0.014776546508073807,0.03006366267800331,0.02072611264884472,-0.1055426299571991,0.1182117611169815,-0.03584880381822586,0.02100468799471855,-0.06774158775806427,0.07929238677024841,-0.007507363334298134,-0.10680510103702545,-0.048055052757263184,0.008862532675266266,-0.11244318634271622,-0.06578024476766586,0.009458862245082855,0.06497873365879059,-0.019810456782579422,0.12320739030838013,0.014765044674277306
13,normal,10,silencer,Dark Topics,Dark Topics,29,0.02029602788388729,0.011375648900866508,0.04687981680035591,-0.1877998560667038,0.1853489875793457,-0.016250796616077423,-0.006248206831514835,-0.1346782147884369,0.09136126935482025,-0.014712482690811157,-0.17323975265026093,-0.06918324530124664,-0.032710134983062744,-0.10835124552249908,-0.02285037562251091,0.05361034348607063,0.12008550018072128,-0.023231608793139458,0.07931376993656158,0.10129225254058838
13,rude,10,silencer,Dark Topics,Dark Topics,34,-0.004153737798333168,-0.0044179316610097885,0.03902775049209595,-0.15852497518062592,0.14542070031166077,-0.003631599247455597,-0.006595277227461338,-0.1182004064321518,0.06449713557958603,-0.021474219858646393,-0.13637271523475647,-0.08965224027633667,-0.021240588277578354,-0.06599941104650497,0.0027555031701922417,0.06674094498157501,0.1198924332857132,-0.025748778134584427,0.05257639288902283,0.0939348116517067
14,normal,9,dismissal,Dark Topics,Dark Topics,32,-0.015591024421155453,0.003996027633547783,0.037655655294656754,-0.15736393630504608,0.15129008889198303,0.015064693056046963,0.04300340637564659,-0.1122773289680481,0.04885687306523323,-0.0126479621976614,-0.15383490920066833,-0.09081683307886124,0.012424437329173088,-0.09566386044025421,0.017317168414592743,0.07781048864126205,0.12593917548656464,-0.08021354675292969,0.061804644763469696,0.06603770703077316
14,rude,9,dismissal,Dark Topics,Dark Topics,36,-0.01766185835003853,0.005659760907292366,0.037317439913749695,-0.15664024651050568,0.15078575909137726,0.018535304814577103,0.043416768312454224,-0.11177686601877213,0.04969519004225731,-0.016710946336388588,-0.15070462226867676,-0.09408934414386749,0.016146067529916763,-0.09644129127264023,0.014897853136062622,0.07083998620510101,0.12874817848205566,-0.08233287185430527,0.06345665454864502,0.06703868508338928
15,normal,10,silencer,Dark Topics,Dark Topics,32,-0.0035641652066260576,0.10216112434864044,-0.04194990545511246,-0.10583952069282532,0.011440841481089592,-0.005860752426087856,0.09948883950710297,-0.10808824002742767,0.0905519425868988,0.012794196605682373,-0.059697024524211884,-0.013724897056818008,0.06690815091133118,-0.07503478229045868,-0.060906242579221725,-0.015521868132054806,0.11252696812152863,-0.051186203956604004,0.136188805103302,-0.04481841251254082
15,rude,10,silencer,Dark Topics,Dark Topics,38,-0.015177675522863865,0.08656822890043259,-0.03432430699467659,-0.10188698023557663,0.008361037820577621,0.012144352309405804,0.09877708554267883,-0.10524202883243561,0.08556047081947327,0.012053938582539558,-0.057351380586624146,-0.027235716581344604,0.051101502031087875,-0.06941495090723038,-0.06121428310871124,-0.005640840157866478,0.11860248446464539,-0.04986670985817909,0.1316477358341217,-0.04237090051174164
16,normal,7,condescension,Dark Topics,Dark Topics,29,-0.03928690776228905,-0.0151339927688241,-0.0166088305413723,-0.11340795457363129,0.06954282522201538,0.0310945063829422,0.08452610671520233,-0.0699443519115448,0.06704136729240417,0.01851464994251728,-0.07170580327510834,-0.11732327193021774,0.021441936492919922,-0.07218518853187561,-0.032405100762844086,0.06597433239221573,0.12179591506719589,-0.05423155799508095,0.08258381485939026,-0.0005062948912382126
16,rude,7,condescension,Dark Topics,Dark Topics,45,-0.01226276159286499,0.005561226047575474,-0.009925388731062412,-0.15387538075447083,0.1037447601556778,0.022121723741292953,0.08789081871509552,-0.10969546437263489,0.041238389909267426,0.03317108750343323,-0.10325652360916138,-0.13905572891235352,0.04526049271225929,-0.101748526096344,-0.0027978033758699894,0.07993525266647339,0.1338239312171936,-0.05970310419797897,0.09444119036197662,0.011504304595291615
17,normal,2,personalised negative assertion,Dark Topics,Dark Topics,33,-0.017160695046186447,0.018729817122220993,0.031762171536684036,-0.16160815954208374,0.17251859605312347,0.009076191112399101,0.025940224528312683,-0.11606112867593765,0.0847826600074768,-0.028388986364006996,-0.1309211254119873,-0.11356797069311142,0.013335280120372772,-0.12469764798879623,-0.04807008057832718,0.028934888541698456,0.14598947763442993,-0.05968742072582245,0.10834614187479019,0.05975400283932686
17,rude,2,personalised negative assertion,Dark Topics,Dark Topics,46,-0.01855623722076416,0.01755896396934986,0.04148881882429123,-0.15571056306362152,0.16522528231143951,0.009779803454875946,0.018082980066537857,-0.10937468707561493,0.08131994307041168,-0.03495287522673607,-0.13286563754081726,-0.10740635544061661,0.004006866365671158,-0.11327306181192398,-0.04057426005601883,0.02532166987657547,0.14394783973693848,-0.05679486691951752,0.09423159062862396,0.06934748589992523
18,normal,11,threat,Dark Topics,Dark Topics,31,-0.034204334020614624,0.024823546409606934,0.04808872565627098,-0.17043150961399078,0.19132231175899506,-0.009074132889509201,0.004195250570774078,-0.09384735673666,0.1032077968120575,-0.039700135588645935,-0.15236613154411316,-0.11194423586130142,-0.020131461322307587,-0.13170576095581055,-0.043131012469530106,0.04591326788067818,0.15622363984584808,-0.07387080788612366,0.10899524390697479,0.07727015763521194
18,rude,11,threat,Dark Topics,Dark Topics,44,-0.06416501849889755,-0.021548138931393623,0.0463486947119236,-0.1321754902601242,0.13979485630989075,0.009127222001552582,0.013873297721147537,-0.04454420506954193,0.08595548570156097,-0.03183041512966156,-0.11817146092653275,-0.12543156743049622,-0.021807435899972916,-0.07879521697759628,-0.030202653259038925,0.08009394258260727,0.14241179823875427,-0.07128866016864777,0.06965800374746323,0.041508689522743225
19,normal,6,unpalatable question or presupposition,Dark Topics,Dark Topics,27,-0.03361896425485611,0.03987647965550423,0.028384089469909668,-0.152322456240654,0.13554906845092773,-0.012703726068139076,0.049003344029188156,-0.08087585866451263,0.18304584920406342,-0.0006175898015499115,-0.15004068613052368,-0.03161118924617767,-0.034137170761823654,-0.14191871881484985,-0.054602786898612976,0.018126245588064194,0.0782129168510437,-0.07451697438955307,0.11915376037359238,0.06116849556565285
19,rude,6,unpalatable question or presupposition,Dark Topics,Dark Topics,37,-0.058142539113759995,-0.043214134871959686,-0.009293249808251858,-0.035654570907354355,-0.006401402875781059,-0.036041975021362305,0.07790812104940414,0.02729129046201706,0.10039213299751282,-0.037131838500499725,-0.016364121809601784,-0.0475141704082489,-0.00983419269323349,0.0065674446523189545,-0.006455400958657265,0.09262455999851227,0.037589963525533676,-0.05053151398897171,0.02395208738744259,-0.014382215216755867
20,normal,7,condescension,Emotional Intensity,Emotional Intensity,37,-0.014730317518115044,0.08970563113689423,-0.006706621497869492,-0.12563258409500122,0.03920331597328186,0.006726586259901524,0.0673753023147583,-0.11572462320327759,0.05847113952040672,-0.00020875921472907066,-0.0800933837890625,-0.09083446860313416,0.07865283638238907,-0.0885009914636612,-0.06054224818944931,0.009000251069664955,0.1645197868347168,-0.06056569516658783,0.1417393684387207,-0.01698353886604309
20,rude,7,condescension,Emotional Intensity,Emotional Intensity,53,-0.0032103508710861206,0.06789553910493851,-0.008707447908818722,-0.0859047919511795,0.006791979074478149,0.02834945358335972,0.06841454654932022,-0.0967099741101265,0.023286141455173492,0.002124120481312275,-0.04358091577887535,-0.08517691493034363,0.08762058615684509,-0.06876929849386215,-0.06785435974597931,0.009123091585934162,0.13865192234516144,-0.05371607095003128,0.11516256630420685,-0.028951536864042282
21,normal,5,pointed criticism / complaint,Emotional Intensity,Emotional Intensity,30,-0.01881490647792816,0.06936703622341156,0.13604500889778137,-0.19452039897441864,0.19076764583587646,-0.0072900597006082535,-0.007511399686336517,-0.10808639228343964,0.10208366811275482,-0.04942449927330017,-0.1972540020942688,-0.09736122936010361,-0.047784432768821716,-0.16261106729507446,-0.02716655656695366,0.019929375499486923,0.1704414188861847,-0.11328853666782379,0.12579666078090668,0.10438069701194763
21,rude,5,pointed criticism / complaint,Emotional Intensity,Emotional Intensity,38,-0.026127491146326065,0.06858629733324051,0.15059742331504822,-0.18796297907829285,0.18847694993019104,0.011531796306371689,-0.02007868140935898,-0.10078835487365723,0.08652956038713455,-0.05335671454668045,-0.19883720576763153,-0.11044460535049438,-0.06336692720651627,-0.15766176581382751,-0.029050737619400024,0.020820392295718193,0.17995509505271912,-0.1110663190484047,0.1176329106092453,0.10969077050685883
22,normal,3,personalised negative reference,Emotional Intensity,Emotional Intensity,29,-0.013979015871882439,-0.011419999413192272,0.04514290392398834,-0.0061080604791641235,-0.027457311749458313,0.005101710092276335,0.018926255404949188,0.001704532653093338,0.021036483347415924,-0.034555431455373764,0.004664486274123192,-0.05923805385828018,0.00990422535687685,-0.023910265415906906,-0.02475452609360218,0.0075686052441596985,0.08010919392108917,-0.0468628853559494,0.03337761387228966,-0.0045542530715465546
22,rude,3,personalised negative reference,Emotional Intensity,Emotional Intensity,41,-0.008647198788821697,-0.040639478713274,0.027073215693235397,0.006057125516235828,-0.036478664726018906,-0.002095617353916168,0.03682070970535278,0.010164381004869938,0.0013964669778943062,-0.02192562445998192,-0.00423014909029007,-0.05968468263745308,0.0017325631342828274,0.023759374395012856,-0.010463586077094078,0.046565596014261246,0.0651874914765358,-0.025784960016608238,0.0032749976962804794,-0.02249046042561531
23,normal,12,negative expressive (curse / ill-wish),Emotional Intensity,Emotional Intensity,32,-0.03679274022579193,0.01743101328611374,0.07013724744319916,-0.11662489175796509,0.08205556124448776,-0.027298633009195328,0.04686333239078522,-0.06049848347902298,0.10106498003005981,-0.02533172070980072,-0.10156241059303284,-0.08639228343963623,0.018757274374365807,-0.11284665763378143,-0.036628250032663345,0.042667388916015625,0.11638770997524261,-0.0856628492474556,0.1104969009757042,0.025834962725639343
23,rude,12,negative expressive (curse / ill-wish),Emotional Intensity,Emotional Intensity,38,-0.05053171515464783,0.0037505626678466797,0.06911616772413254,-0.05299460142850876,0.0339137427508831,-0.0014619212597608566,0.042008526623249054,-0.035010408610105515,0.05981295928359032,-0.028782259672880173,-0.05357213690876961,-0.08304846286773682,0.01952298916876316,-0.034947820007801056,-0.050739556550979614,0.045064568519592285,0.10891024023294449,-0.10784001648426056,0.06700853258371353,0.0018515237607061863
24,normal,10,silencer,Emotional Intensity,Emotional Intensity,35,-0.035413216799497604,0.041448965668678284,0.013536496087908745,-0.027258187532424927,-0.010989975184202194,-0.004618504084646702,0.0419367253780365,-0.026960598304867744,0.060146961361169815,-0.02441367134451866,0.015570072457194328,-0.040591295808553696,0.025395093485713005,-0.050254277884960175,-0.0678357183933258,-0.002203861251473427,0.06349188089370728,-0.10229476541280746,0.1163460910320282,-0.0002876194193959236
24,rude,10,silencer,Emotional Intensity,Emotional Intensity,43,-0.04902327060699463,0.012124912813305855,0.006469927728176117,-0.011405657976865768,-0.02535453625023365,0.014514932408928871,0.05107135325670242,-0.010054229758679867,0.038095150142908096,-0.01949544996023178,0.02734796144068241,-0.06090313941240311,0.008690392598509789,-0.0124793266877532,-0.0629529282450676,0.01655167154967785,0.06447567045688629,-0.08722327649593353,0.0792035162448883,0.0028686311561614275
25,normal,8,message enforcer,Emotional Intensity,Emotional Intensity,30,-0.06334509700536728,-0.023130804300308228,0.014391656965017319,-0.023494040593504906,-0.027643471956253052,0.01397591084241867,0.0675993338227272,-0.013684727251529694,0.014766965992748737,0.004692188464105129,-0.004549093544483185,-0.0716802179813385,0.0024829586036503315,0.0007960405200719833,0.001455086749047041,0.07726509869098663,0.0755787193775177,-0.09496868401765823,0.049431607127189636,-0.001793320756405592
25,rude,8,message enforcer,Emotional Intensity,Emotional Intensity,32,-0.03514661267399788,-0.10231725126504898,0.022486530244350433,-0.020267939195036888,-0.029764562845230103,-0.012078385800123215,0.06518338620662689,0.018669432029128075,0.04043122008442879,0.003661543130874634,-0.04851994290947914,-0.0600658543407917,-0.010401619598269463,0.04410775750875473,0.027819670736789703,0.14831508696079254,0.025166232138872147,0.011913168244063854,-0.02660837583243847,-0.05602573975920677
26,normal,5,pointed criticism / complaint,Emotional Intensity,Emotional Intensity,33,-0.04300515353679657,0.03112884797155857,0.017055511474609375,-0.019193848595023155,-0.027355557307600975,0.020093437284231186,0.032933663576841354,-0.030080821365118027,0.012707405723631382,-0.015804927796125412,0.024541813880205154,-0.05569745600223541,-0.009885000996291637,-0.03623148053884506,-0.04078042507171631,0.020045580342411995,0.10493846237659454,-0.09654299914836884,0.10114900767803192,-0.007257689256221056
26,rude,5,pointed criticism / complaint,Emotional Intensity,Emotional Intensity,40,-0.03746548295021057,0.01207292266190052,0.018744448199868202,-0.002081608399748802,-0.031702809035778046,0.008032084442675114,0.03566470742225647,-0.022104691714048386,0.0037998538464307785,-0.022612519562244415,0.025350864976644516,-0.04720273241400719,-0.0054962546564638615,-0.007083859294652939,-0.03578869253396988,0.0316915437579155,0.09659832715988159,-0.09148982167243958,0.07154612243175507,-0.012986710295081139
27,normal,10,silencer,Emotional Intensity,Emotional Intensity,29,-0.06482229381799698,-0.015164520591497421,0.04902862757444382,-0.05738893896341324,0.018581978976726532,0.049298033118247986,0.027787726372480392,-0.012421059422194958,0.0028460612520575523,0.00046030175872147083,-0.08367827534675598,-0.13360652327537537,-0.04962719976902008,-0.0429663211107254,-0.01546439528465271,0.07575266063213348,0.16917668282985687,-0.07782919704914093,0.0645701140165329,0.025265349075198174
27,rude,10,silencer,Emotional Intensity,Emotional Intensity,35,-0.07520318776369095,-0.03952880948781967,0.04734877869486809,-0.03224140405654907,0.016058461740612984,0.026371730491518974,0.021571483463048935,-0.012842338532209396,0.01616567000746727,-0.005217406898736954,-0.06400015950202942,-0.12183593213558197,-0.030651722103357315,-0.008127160370349884,-0.023092608898878098,0.09394663572311401,0.13385361433029175,-0.07821822166442871,0.042352452874183655,0.02368057891726494
28,normal,7,condescension,Emotional Intensity,Emotional Intensity,28,-0.032509807497262955,0.03697305917739868,0.06164155900478363,-0.16797050833702087,0.14150995016098022,0.011985784396529198,0.030937952920794487,-0.08653987944126129,0.06592652201652527,-0.04027590528130531,-0.15409380197525024,-0.14498548209667206,0.005427229683846235,-0.16510328650474548,-0.02771059423685074,0.02648356929421425,0.17706936597824097,-0.08292938768863678,0.13077589869499207,0.10940246284008026
28,rude,7,condescension,Emotional Intensity,Emotional Intensity,66,0.020729487761855125,0.04389972239732742,0.04892683029174805,-0.09499694406986237,0.08523473888635635,-0.05444739758968353,0.015077393501996994,-0.05426258221268654,0.04408920556306839,-0.07833833992481232,-0.06988821178674698,-0.06875011324882507,0.08721092343330383,-0.12070392072200775,-0.019143927842378616,-0.006964951287955046,0.06824547052383423,-0.05975539982318878,0.09004756063222885,0.07607262581586838
29,normal,6,unpalatable question or presupposition,Emotional Intensity,Emotional Intensity,30,-0.02893446385860443,0.022663449868559837,0.034944064915180206,-0.1597076654434204,0.12789174914360046,0.05046061426401138,0.050413262099027634,-0.11539529263973236,0.06998521089553833,0.013177109882235527,-0.14414848387241364,-0.1365957260131836,-0.004220715723931789,-0.1275113821029663,-0.05351542681455612,0.05085174739360809,0.18741068243980408,-0.06353726983070374,0.11444995552301407,0.029324140399694443
29,rude,6,unpalatable question or presupposition,Emotional Intensity,Emotional Intensity,41,-0.06134744733572006,0.01710287295281887,0.032159850001335144,-0.13675111532211304,0.10402621328830719,0.06741278618574142,0.047477398067712784,-0.08623629063367844,0.07394865900278091,-0.0021063233725726604,-0.13056989014148712,-0.1455589234828949,-0.008801072835922241,-0.10824353992938995,-0.05000591278076172,0.04826986789703369,0.18660904467105865,-0.07965749502182007,0.10712388157844543,0.03602006286382675
30,normal,6,unpalatable question or presupposition,Horror,Horror,39,0.002891257405281067,0.11746308952569962,0.010491535067558289,-0.16108393669128418,0.11802201718091965,-0.014863241463899612,0.038806237280368805,-0.10453177243471146,0.15787871181964874,-0.0334479920566082,-0.11535907536745071,-0.012075748294591904,0.053980208933353424,-0.16091680526733398,-0.10683853924274445,-0.06245884671807289,0.10297179222106934,-0.0932617336511612,0.1794625222682953,0.04848943650722504
