example_id,conv_id,bot,n_annotators,severity_mean,severity_band,abusive_majority,type_ableism_frac,type_homophobic_frac,type_intellectual_frac,type_racist_frac,type_sexist_frac,type_sex_harassment_frac,type_transphobic_frac,target_generalised_frac,target_individual_frac,target_system_frac,direction_explicit_frac,direction_implicit_frac,n_tokens,score_grumpy,score_hostile,score_mad,score_insulted,score_offended,score_angry,score_hateful,score_upset,score_sullen,score_furious,score_jubilant,score_awestruck,score_amused,score_delighted,score_elated,score_ecstatic,score_excited,score_thrilled,score_euphoric,score_amazed
20,77677.0,E.L.I.Z.A.,3,-1.6667,-2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.6667,0.0,22,0.052061162889003754,-0.15263661742210388,-0.17123329639434814,-0.11332888901233673,-0.21609678864479065,-0.21885237097740173,-0.22375287115573883,-0.2820245623588562,-0.24221745133399963,-0.21481402218341827,0.2896723747253418,-0.1230146512389183,0.23002539575099945,0.24865302443504333,0.21573536098003387,0.2210526466369629,0.2566163241863251,0.23095421493053436,0.11788690090179443,0.10721230506896973
21,128206.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.03850049525499344,-0.17480643093585968,-0.1994818150997162,-0.1318574845790863,-0.23661315441131592,-0.24597032368183136,-0.24796944856643677,-0.31443265080451965,-0.2767566740512848,-0.23915314674377441,0.3132641911506653,-0.1162412092089653,0.257548451423645,0.2777196764945984,0.23862722516059875,0.24665987491607666,0.2782055139541626,0.2604556679725647,0.1352098435163498,0.13203655183315277
22,273875.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.023256823420524597,-0.1672552227973938,-0.18494684994220734,-0.12755416333675385,-0.22115367650985718,-0.23281124234199524,-0.2327364981174469,-0.2735857665538788,-0.23618939518928528,-0.22398263216018677,0.2843814492225647,-0.10221879184246063,0.22135701775550842,0.2498941272497177,0.217445969581604,0.22254681587219238,0.2577524781227112,0.23452341556549072,0.12791594862937927,0.11706504225730896
23,365342.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.04923032969236374,-0.15951114892959595,-0.1800680309534073,-0.1308165341615677,-0.22311732172966003,-0.23155173659324646,-0.23408213257789612,-0.2927584648132324,-0.247982457280159,-0.221279114484787,0.3037711977958679,-0.12423466145992279,0.23840808868408203,0.262008935213089,0.22910061478614807,0.23469868302345276,0.2626194655895233,0.24308237433433533,0.13025400042533875,0.11555349081754684
24,473406.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.050465382635593414,-0.16683241724967957,-0.18741105496883392,-0.12583863735198975,-0.22719421982765198,-0.2325115203857422,-0.24047842621803284,-0.30569905042648315,-0.2695426344871521,-0.2285993993282318,0.30421000719070435,-0.12029530107975006,0.2516341805458069,0.26767629384994507,0.2314552664756775,0.2400006502866745,0.2682100236415863,0.24843020737171173,0.12439817190170288,0.12459015846252441
25,466324.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,23,0.036808863282203674,-0.14693966507911682,-0.15810829401016235,-0.10870841890573502,-0.1906331479549408,-0.1930566281080246,-0.2036992311477661,-0.24063435196876526,-0.2130793333053589,-0.19135814905166626,0.2492808997631073,-0.0958753228187561,0.20100060105323792,0.21234731376171112,0.18640758097171783,0.18976595997810364,0.21897633373737335,0.19825664162635803,0.10116580873727798,0.0980454757809639
26,187142.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.040756113827228546,-0.16034534573554993,-0.17542503774166107,-0.128123477101326,-0.22176000475883484,-0.2287484109401703,-0.2279372364282608,-0.281464546918869,-0.25123244524002075,-0.21615532040596008,0.2913172245025635,-0.10900726169347763,0.2346198558807373,0.2590321898460388,0.22360801696777344,0.23685742914676666,0.25142788887023926,0.24281691014766693,0.12754978239536285,0.12380942702293396
27,2548503415278014,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.03738347440958023,-0.1605686992406845,-0.17867016792297363,-0.12065035104751587,-0.21461531519889832,-0.21813127398490906,-0.22662487626075745,-0.2774413824081421,-0.22823137044906616,-0.2145637571811676,0.28693321347236633,-0.12062327563762665,0.216297447681427,0.24004600942134857,0.21655873954296112,0.21174561977386475,0.26321080327033997,0.22430762648582458,0.11717580258846283,0.10001849383115768
28,247858.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.03194689750671387,-0.1525368094444275,-0.1709021031856537,-0.12380857765674591,-0.20987319946289062,-0.2147625982761383,-0.22129535675048828,-0.2696288526058197,-0.24062882363796234,-0.20818492770195007,0.2810691297054291,-0.0944853201508522,0.2207896113395691,0.24320673942565918,0.21306368708610535,0.2202739417552948,0.24683347344398499,0.2243145853281021,0.11723923683166504,0.12083791196346283
29,363108.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,21,0.056399621069431305,-0.14925089478492737,-0.16970324516296387,-0.11965877562761307,-0.22172990441322327,-0.22289922833442688,-0.22555464506149292,-0.28788521885871887,-0.2523344159126282,-0.21427740156650543,0.29726722836494446,-0.1254452019929886,0.24348080158233643,0.260173499584198,0.22495056688785553,0.23570042848587036,0.2599506080150604,0.2407054901123047,0.12366731464862823,0.11767761409282684
30,423219.0,E.L.I.Z.A.,3,-0.3333,0,True,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.6667,0.3333,0.3333,29,0.04136107861995697,-0.15721893310546875,-0.17146311700344086,-0.12410873174667358,-0.21132802963256836,-0.21547448635101318,-0.2214377224445343,-0.2639918923377991,-0.2285301834344864,-0.20813563466072083,0.2723344564437866,-0.1108509823679924,0.21265122294425964,0.2373426854610443,0.2078026533126831,0.21348455548286438,0.2402552366256714,0.22213657200336456,0.12012200802564621,0.10800173878669739
31,300085.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.03512673079967499,-0.1667681485414505,-0.18249157071113586,-0.1291687786579132,-0.21955522894859314,-0.23336969316005707,-0.23130497336387634,-0.2828579246997833,-0.24916815757751465,-0.21979644894599915,0.29227569699287415,-0.1093207448720932,0.23286689817905426,0.25979137420654297,0.2248232513666153,0.23596681654453278,0.25240933895111084,0.24042513966560364,0.12787936627864838,0.11945311725139618
32,288522.0,E.L.I.Z.A.,3,-3.0,-3,True,0.0,0.3333,0.0,0.0,0.6667,0.6667,0.0,0.0,0.0,1.0,1.0,0.0,42,0.04566122591495514,-0.16994330286979675,-0.19260671734809875,-0.13133129477500916,-0.23599691689014435,-0.24621973931789398,-0.2473158836364746,-0.3118102550506592,-0.26961931586265564,-0.23513315618038177,0.31703001260757446,-0.12561213970184326,0.2563440799713135,0.27710890769958496,0.24363814294338226,0.24885258078575134,0.2829592823982239,0.2581309676170349,0.1383092701435089,0.1285986602306366
33,237965.0,E.L.I.Z.A.,4,-2.25,-2,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23,0.04950351268053055,-0.15381520986557007,-0.17294277250766754,-0.1147179901599884,-0.21953506767749786,-0.2229488044977188,-0.22751688957214355,-0.2869679033756256,-0.2474699169397354,-0.2168249487876892,0.29408663511276245,-0.1254100352525711,0.23131819069385529,0.25339317321777344,0.22051456570625305,0.2255834937095642,0.2627710700035095,0.23664215207099915,0.12165214866399765,0.1114165186882019
34,117194.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.04114909470081329,-0.14859026670455933,-0.16273397207260132,-0.11783826351165771,-0.19796214997768402,-0.2020578384399414,-0.21411484479904175,-0.2526545822620392,-0.21972104907035828,-0.19857566058635712,0.26707932353019714,-0.09370379149913788,0.20923541486263275,0.22649693489074707,0.19980084896087646,0.20141763985157013,0.233575239777565,0.20995259284973145,0.10792157053947449,0.10509362071752548
35,11958.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,18,0.03518272563815117,-0.15643799304962158,-0.16868625581264496,-0.11759388446807861,-0.2031669318675995,-0.20513099431991577,-0.21475514769554138,-0.2605650722980499,-0.22686488926410675,-0.20304977893829346,0.2637992203235626,-0.10192559659481049,0.21074996888637543,0.2275603860616684,0.19960397481918335,0.2038423717021942,0.23646682500839233,0.21350136399269104,0.11160552501678467,0.10072722285985947
36,34136.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0386601984500885,-0.1710328459739685,-0.1923895925283432,-0.1277361810207367,-0.22830627858638763,-0.23675568401813507,-0.23922622203826904,-0.2957953214645386,-0.24767622351646423,-0.23233072459697723,0.3089265823364258,-0.12275886535644531,0.24158260226249695,0.26200857758522034,0.22920042276382446,0.23105713725090027,0.269575297832489,0.24195769429206848,0.1300499141216278,0.10904213041067123
37,212695.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.03350868821144104,-0.14120988547801971,-0.1567544937133789,-0.11247777938842773,-0.19824938476085663,-0.1961304247379303,-0.1982821524143219,-0.24577710032463074,-0.213996022939682,-0.1936861276626587,0.2528213858604431,-0.10033056885004044,0.20323587954044342,0.2188231348991394,0.18900640308856964,0.19562095403671265,0.22599558532238007,0.20140716433525085,0.10554654896259308,0.09496546536684036
38,2687892177913979,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.039694644510746,-0.15685951709747314,-0.17357510328292847,-0.11880800873041153,-0.21058551967144012,-0.2155352234840393,-0.22039595246315002,-0.270394504070282,-0.22081397473812103,-0.21054749190807343,0.2784450650215149,-0.11446942389011383,0.22289246320724487,0.2360016405582428,0.20734623074531555,0.20627623796463013,0.25006821751594543,0.21556776762008667,0.11473026126623154,0.0943119153380394
39,2485257761521706,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.04431798309087753,-0.12693816423416138,-0.14203156530857086,-0.09568905830383301,-0.16002008318901062,-0.16434109210968018,-0.17681309580802917,-0.21789246797561646,-0.1821400672197342,-0.17438191175460815,0.22893765568733215,-0.09536672383546829,0.18732665479183197,0.18412670493125916,0.1647666096687317,0.16874606907367706,0.20158882439136505,0.1680901050567627,0.0843808501958847,0.06938204914331436
40,437513.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.03918435052037239,-0.15766149759292603,-0.17363063991069794,-0.123763307929039,-0.21275845170021057,-0.2214624285697937,-0.22258786857128143,-0.26804518699645996,-0.23107017576694489,-0.2111748605966568,0.27418413758277893,-0.10674414783716202,0.2153816819190979,0.2388598471879959,0.2102164626121521,0.21457375586032867,0.24550820887088776,0.22478362917900085,0.11956550925970078,0.11201450973749161
41,435515.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.04714701324701309,-0.1502823531627655,-0.1678365021944046,-0.10954499989748001,-0.19580328464508057,-0.204971045255661,-0.2131369262933731,-0.2607196569442749,-0.22502462565898895,-0.20028027892112732,0.2666189968585968,-0.10578350722789764,0.21922704577445984,0.22964617609977722,0.2031223028898239,0.20535248517990112,0.23216012120246887,0.21341189742088318,0.10994565486907959,0.09987349063158035
42,197807.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.03208303451538086,-0.1681462526321411,-0.18325302004814148,-0.13251110911369324,-0.22963400185108185,-0.22972342371940613,-0.23295235633850098,-0.29273873567581177,-0.2570687532424927,-0.22060756385326385,0.2966121435165405,-0.1191667765378952,0.23154571652412415,0.2583931088447571,0.22836241126060486,0.2347402572631836,0.26907041668891907,0.24383825063705444,0.12945261597633362,0.1149660125374794
43,4086470061426815,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.03738347440958023,-0.1605686992406845,-0.17867016792297363,-0.12065035104751587,-0.21461531519889832,-0.21813127398490906,-0.22662487626075745,-0.2774413824081421,-0.22823137044906616,-0.2145637571811676,0.28693321347236633,-0.12062327563762665,0.216297447681427,0.24004600942134857,0.21655873954296112,0.21174561977386475,0.26321080327033997,0.22430762648582458,0.11717580258846283,0.10001849383115768
44,398757.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.03996270149946213,-0.15421679615974426,-0.17024734616279602,-0.12001451849937439,-0.20967704057693481,-0.2109433114528656,-0.21698316931724548,-0.2605098485946655,-0.2262151539325714,-0.20789194107055664,0.27268481254577637,-0.10750274360179901,0.2167668640613556,0.23419611155986786,0.20429576933383942,0.2083701193332672,0.24129411578178406,0.2157839983701706,0.11344753205776215,0.10113969445228577
45,148981.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.03597228601574898,-0.15754389762878418,-0.17269226908683777,-0.12228403240442276,-0.20408987998962402,-0.2083808034658432,-0.21596276760101318,-0.260928750038147,-0.226534903049469,-0.2057487815618515,0.26734665036201477,-0.10265183448791504,0.21405886113643646,0.2299538254737854,0.20114681124687195,0.20448140799999237,0.23691293597221375,0.21334654092788696,0.11118554323911667,0.09897255152463913
46,2614098785326147,CarbonBot,4,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.03209011256694794,-0.17048096656799316,-0.18539467453956604,-0.12486826628446579,-0.22124499082565308,-0.22534213960170746,-0.23273499310016632,-0.297368586063385,-0.25029826164245605,-0.22083978354930878,0.2956363558769226,-0.12402249127626419,0.23076237738132477,0.25343596935272217,0.22728200256824493,0.2291351556777954,0.2703147232532501,0.240027517080307,0.12783673405647278,0.10711336135864258
47,535891.0,E.L.I.Z.A.,5,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.034784846007823944,-0.1582900583744049,-0.17016154527664185,-0.11658384650945663,-0.20132814347743988,-0.20613202452659607,-0.21536962687969208,-0.2592882513999939,-0.22736036777496338,-0.20386143028736115,0.2635624408721924,-0.10149814188480377,0.21317742764949799,0.2276981621980667,0.1997799277305603,0.20424886047840118,0.23496362566947937,0.21347591280937195,0.1109427958726883,0.10120459645986557
48,192608.0,E.L.I.Z.A.,4,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.04222569242119789,-0.16814006865024567,-0.18295808136463165,-0.1263023018836975,-0.22417140007019043,-0.23357918858528137,-0.23722484707832336,-0.2906644940376282,-0.2540675699710846,-0.2238283008337021,0.29371726512908936,-0.11933299899101257,0.2338608205318451,0.2593259811401367,0.22646087408065796,0.23480813205242157,0.2615200877189636,0.24429647624492645,0.12852902710437775,0.12063581496477127
49,247883.0,E.L.I.Z.A.,5,-1.2,-1,True,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.8,0.0,19,0.03707842528820038,-0.1581925004720688,-0.1799982488155365,-0.11779076606035233,-0.20843467116355896,-0.21639156341552734,-0.22012218832969666,-0.27197229862213135,-0.23350420594215393,-0.21338194608688354,0.276328444480896,-0.10614209622144699,0.22845900058746338,0.2359205037355423,0.20658725500106812,0.21158148348331451,0.24621161818504333,0.22163347899913788,0.11560499668121338,0.10212758183479309
