example_id,conv_id,bot,n_annotators,severity_mean,severity_band,abusive_majority,type_ableism_frac,type_homophobic_frac,type_intellectual_frac,type_racist_frac,type_sexist_frac,type_sex_harassment_frac,type_transphobic_frac,target_generalised_frac,target_individual_frac,target_system_frac,direction_explicit_frac,direction_implicit_frac,n_tokens,score_grumpy,score_hostile,score_mad,score_insulted,score_offended,score_angry,score_hateful,score_upset,score_sullen,score_furious,score_jubilant,score_awestruck,score_amused,score_delighted,score_elated,score_ecstatic,score_excited,score_thrilled,score_euphoric,score_amazed
10,133140.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,-0.030516963452100754,-0.005821016617119312,-0.00798676535487175,-0.03243172913789749,-0.02497141622006893,-0.02745174616575241,0.014992805197834969,-0.006165322847664356,-0.0072700101882219315,-0.012956802733242512,-0.0027546752244234085,0.02441498637199402,0.009459732100367546,0.01646590791642666,-0.002308310242369771,0.017512094229459763,-0.011115704663097858,0.02805335260927677,0.030999470502138138,0.005509203765541315
11,272896.0,E.L.I.Z.A.,4,0.5,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,-0.017086397856473923,0.0010456060990691185,-0.014471186324954033,-0.037262868136167526,-0.027544856071472168,-0.031009266152977943,0.01140499860048294,-0.014933834783732891,0.008025563322007656,-0.02363509312272072,-0.003711942583322525,0.012616312131285667,0.004314260557293892,0.01636836677789688,-0.004970529582351446,0.013053685426712036,-0.014981716871261597,0.018558643758296967,0.027452340349555016,-0.01833336427807808
12,397351.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,31,-0.037674680352211,0.006508572958409786,-0.008255315013229847,-0.057493746280670166,-0.034292176365852356,-0.029178787022829056,0.016165444627404213,-0.013059472665190697,-0.014348120428621769,-0.009249905124306679,-0.007836801931262016,0.025989826768636703,0.00033268705010414124,0.023617153987288475,-0.003616819391027093,0.020534735172986984,-0.009897857904434204,0.030603718012571335,0.039776451885700226,0.0053132884204387665
13,146569.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,-0.033705778419971466,0.0033643338829278946,-0.0021187104284763336,-0.03638724237680435,-0.018597234040498734,-0.024929631501436234,0.0093303844332695,0.0006523644551634789,-0.009638672694563866,-0.006187377031892538,-0.009378354996442795,0.03918938338756561,-0.007363604381680489,0.01414672750979662,-0.008817055262625217,0.012916389852762222,-0.014496754854917526,0.020484965294599533,0.03211330622434616,0.02550850808620453
14,107154.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-0.006588750518858433,0.020252300426363945,0.004007900133728981,-0.026378847658634186,-0.010055706836283207,-0.011473001912236214,0.025030378252267838,0.021096423268318176,0.006031043827533722,0.0018595913425087929,-0.028567738831043243,0.023118015378713608,-0.01960529386997223,-0.003899509087204933,-0.03570713475346565,-0.009774941019713879,-0.038894809782505035,-0.0029883338138461113,-0.002320847474038601,0.006997385993599892
15,293123.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,-0.008506430312991142,0.02596837654709816,0.013562838546931744,-0.01508890651166439,-0.003439292311668396,-0.0036773369647562504,0.033165719360113144,0.020730996504426003,0.002056816592812538,0.00643028924241662,-0.033641036599874496,0.020417023450136185,-0.011169171892106533,-0.003305673599243164,-0.03712349385023117,-0.00719069130718708,-0.04015488177537918,-0.0003525777719914913,0.00581088662147522,0.003624646458774805
16,213776.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,-0.022712457925081253,0.01762370951473713,0.0010416945442557335,-0.027042388916015625,-0.014866843819618225,-0.018674645572900772,0.02191738598048687,0.003993852064013481,-0.005457177292555571,-0.0024440085981041193,-0.02065332978963852,0.03099558688700199,0.0004068971611559391,0.008758977055549622,-0.02214384637773037,0.0018659643828868866,-0.027302104979753494,0.012732823379337788,0.019661927595734596,0.009445236064493656
17,353411.0,E.L.I.Z.A.,6,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-0.009798996150493622,0.016674935817718506,0.005359986796975136,-0.025044113397598267,-0.008109964430332184,-0.020193997770547867,0.020859714597463608,0.007092319428920746,0.010340886190533638,-0.004918936640024185,-0.029928777366876602,0.022113129496574402,-0.009418562054634094,-0.007666752673685551,-0.033820219337940216,-0.012810895219445229,-0.03095940127968788,-7.495831232517958e-05,-0.00023281737230718136,-0.01040729321539402
18,2929255770426965,CarbonBot,5,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-0.012738045305013657,0.004632908850908279,-0.0006526857614517212,-0.023070553317666054,-0.013786792755126953,-0.01944166049361229,0.0097420085221529,-0.015455931425094604,-0.011499455198645592,-0.00948137417435646,-0.0023767242673784494,0.01060938648879528,-0.002443736419081688,0.016567902639508247,-0.007205180823802948,0.00973086804151535,-0.0017499122768640518,0.015339016914367676,0.012985519133508205,0.004020633175969124
19,392999.0,E.L.I.Z.A.,4,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,-0.05801824480295181,-0.013552213087677956,-0.016173578798770905,-0.0586630180478096,-0.0362718291580677,-0.03322276473045349,0.0052862102165818214,0.007130363956093788,0.005381501745432615,-0.0155095923691988,0.010689341463148594,0.04847206920385361,-0.014807216823101044,0.028265122324228287,0.01037338562309742,0.0276641882956028,-0.003687608055770397,0.03334342688322067,0.05304287001490593,0.005397007800638676
20,77677.0,E.L.I.Z.A.,3,-1.6667,-2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.6667,0.0,22,0.002073358977213502,0.04564875364303589,0.04281296208500862,0.006882603280246258,0.01931776851415634,0.029249733313918114,0.05597884580492973,0.03212183713912964,0.012994966469705105,0.03503144904971123,-0.033112987875938416,0.000840519554913044,-0.0074881198816001415,-0.01381897833198309,-0.03423202410340309,-0.014355840161442757,-0.04813431203365326,-0.0074640195816755295,0.005095082800835371,-0.025994742289185524
21,128206.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-0.03962070122361183,-0.003964032977819443,-0.022982221096754074,-0.046602245420217514,-0.034755889326334,-0.039613109081983566,0.003399493172764778,-0.011258888989686966,-0.019602779299020767,-0.02459068037569523,-0.0015147635713219643,0.03248372673988342,0.012022159993648529,0.024111304432153702,-0.005534665659070015,0.020745063200592995,-0.0043125394731760025,0.030437316745519638,0.0328148752450943,0.01661306992173195
22,273875.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,-0.017529379576444626,-0.007871043868362904,-0.012652386911213398,-0.023418188095092773,-0.009851986542344093,-0.023860912770032883,0.009199404157698154,0.029982686042785645,0.020985258743166924,-0.01570049300789833,-0.029127176851034164,0.030003760010004044,-0.014232216402888298,-0.012440439313650131,-0.03155319392681122,-0.017402980476617813,-0.029459286481142044,4.590954631567001e-06,0.008340233005583286,-0.009360024705529213
23,365342.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,-0.02190948650240898,0.023189837113022804,0.008587426505982876,-0.03590800613164902,-0.019461028277873993,-0.016524244099855423,0.022874224931001663,0.0006163851357996464,-0.004570055287331343,-0.0011618547141551971,-0.009217445738613605,0.018168751150369644,-0.008154795505106449,0.01803310215473175,-0.01802792213857174,0.010810334235429764,-0.02415866032242775,0.01152470801025629,0.02126963809132576,-0.0024875756353139877
24,473406.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.003549792803823948,0.04325045272707939,0.02538984641432762,-0.02114909514784813,-0.0029267389327287674,0.0015504108741879463,0.04240318387746811,0.010882467962801456,0.012425150722265244,0.01468340028077364,-0.032136473804712296,0.0014327289536595345,-0.016127999871969223,-0.005015868227928877,-0.029901990666985512,-0.007442429196089506,-0.0401616171002388,-0.002951965667307377,0.0054608844220638275,-0.0023509501479566097
25,466324.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,23,-0.0037727931048721075,0.01860317960381508,0.023458410054445267,-0.00624481774866581,0.0019868919625878334,0.010024009272456169,0.03026893548667431,0.0521266832947731,0.03462117910385132,0.019143210723996162,-0.04596550762653351,0.025647234171628952,-0.02832941897213459,-0.027383387088775635,-0.04325282573699951,-0.03229382261633873,-0.05831596627831459,-0.018761932849884033,-0.009128160774707794,-0.00638981768861413
26,187142.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,-0.05336682125926018,-0.014551088213920593,-0.022523660212755203,-0.04283429682254791,-0.036268290132284164,-0.0427757203578949,-0.0002848920412361622,-0.006407983135432005,-0.017197921872138977,-0.01790362410247326,0.0032346900552511215,0.05310656502842903,0.014218684285879135,0.02290729247033596,-0.000323557760566473,0.026247333735227585,0.002242474351078272,0.03937242925167084,0.03894852474331856,0.03211914375424385
27,2548503415278014,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.00757413636893034,-0.0038720592856407166,-0.013477826490998268,-0.02164670266211033,-0.021977199241518974,-0.026540881022810936,0.003906456753611565,-0.021715659648180008,-0.02347068302333355,-0.022623641416430473,0.008021466434001923,0.0036744917742908,0.004720523953437805,0.027961932122707367,-0.0053601800464093685,0.015992071479558945,0.0024839446414262056,0.022662289440631866,0.016778387129306793,0.007185012102127075
28,247858.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.006911726202815771,0.021309347823262215,0.008838027715682983,-0.018583204597234726,-0.005459501873701811,-0.014493964612483978,0.016571031883358955,0.024374689906835556,0.016272861510515213,-0.004363304004073143,-0.034578196704387665,0.04355945438146591,-0.03813772648572922,-0.006864952854812145,-0.03073141723871231,-0.013050864450633526,-0.030809912830591202,-0.007773049175739288,0.0013967277482151985,0.006428427062928677
29,363108.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,21,-0.005078474059700966,0.045024700462818146,0.04206817224621773,-0.0072161965072155,-0.0013540014624595642,0.017275910824537277,0.058258846402168274,0.01185850240290165,-0.0033935019746422768,0.034100282937288284,-0.0210634246468544,0.005177060142159462,-0.0018307934515178204,0.0020758435130119324,-0.02252959832549095,0.004575622733682394,-0.032480448484420776,0.009631680324673653,0.012906619347631931,-0.013182085007429123
30,423219.0,E.L.I.Z.A.,3,-0.3333,0,True,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.6667,0.3333,0.3333,29,-0.017883889377117157,0.008925281465053558,-0.0011362172663211823,-0.037457287311553955,-0.01940130442380905,-0.01799115724861622,0.014325976371765137,0.014836825430393219,0.0030482858419418335,-0.003991941921412945,-0.022421078756451607,0.026856545358896255,-0.01165520865470171,0.0065951417200267315,-0.022506481036543846,0.0036464084405452013,-0.03387746959924698,0.006774702109396458,0.021631091833114624,0.010619149543344975
31,300085.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,-0.03512723743915558,-0.0029844120144844055,-0.011374333873391151,-0.04843291640281677,-0.03544670343399048,-0.032303355634212494,0.018461620435118675,-0.0004442906938493252,0.00021338462829589844,-0.017810627818107605,0.0019251327030360699,0.030527222901582718,-0.0033005387522280216,0.021673671901226044,-0.00569696631282568,0.017567060887813568,-0.00381102180108428,0.029086368158459663,0.03177871182560921,-0.0061144474893808365
32,288522.0,E.L.I.Z.A.,3,-3.0,-3,True,0.0,0.3333,0.0,0.0,0.6667,0.6667,0.0,0.0,0.0,1.0,1.0,0.0,42,-0.01953265815973282,0.017458248883485794,0.0032142717391252518,-0.025978373363614082,-0.014421969652175903,-0.014141641557216644,0.01954011246562004,0.0007296595722436905,-0.01810821145772934,-0.0010921619832515717,-0.01229933463037014,0.026792973279953003,0.013792160898447037,0.019649676978588104,-0.013531926088035107,0.010448697954416275,-0.026191968470811844,0.01738985814154148,0.023955410346388817,0.012385494075715542
33,237965.0,E.L.I.Z.A.,4,-2.25,-2,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23,0.002127060666680336,0.04570810869336128,0.044095151126384735,0.010393357835710049,0.02186930552124977,0.032071802765131,0.05559106543660164,0.033199504017829895,0.010282988660037518,0.037683673202991486,-0.03278563916683197,0.0005218953010626137,-0.009119419381022453,-0.01435151882469654,-0.033914558589458466,-0.014120249077677727,-0.046265192329883575,-0.006823637988418341,0.004641442559659481,-0.025959208607673645
34,117194.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-0.007784697692841291,0.016459684818983078,0.0008576121181249619,-0.03970771282911301,-0.021933389827609062,-0.025311604142189026,0.011336790397763252,0.012125769630074501,0.02072998881340027,-0.014879027381539345,-0.02502363547682762,0.0367719866335392,-0.027991581708192825,0.006331480108201504,-0.015136849135160446,-0.0027215536683797836,-0.023973999544978142,0.0037075793370604515,0.015855850651860237,-0.0003141234628856182
35,11958.0,E.L.I.Z.A.,3,0.3333,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,18,0.002961653284728527,0.02423670142889023,0.01797410473227501,-0.003074163571000099,0.00848880223929882,-0.0028975093737244606,0.027589386329054832,0.02632039785385132,0.023270435631275177,0.009392620995640755,-0.046274129301309586,0.02171635814011097,-0.025228599086403847,-0.025930318981409073,-0.049986254423856735,-0.028392240405082703,-0.05415276437997818,-0.018534207716584206,-0.007032658904790878,-0.003700324334204197
36,34136.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-0.012943021021783352,0.013354943133890629,-0.0012004133313894272,-0.024472739547491074,-0.015335537493228912,-0.019239678978919983,0.018650025129318237,-0.0008037318475544453,0.010015984065830708,-0.011992523446679115,-0.016660431399941444,0.024043170735239983,-0.002835366874933243,0.002948509529232979,-0.021231437101960182,0.0002080847043544054,-0.02826477214694023,0.009961547330021858,0.01996787264943123,-0.0006196927279233932
37,212695.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,-0.014660004526376724,0.009284701198339462,0.0026069004088640213,-0.02696274034678936,-0.017633769661188126,-0.019354980438947678,0.019718827679753304,0.0042433165945112705,0.01232063863426447,-0.008070838637650013,-0.01971960812807083,0.016604270786046982,-0.015199849382042885,-0.0021971440874040127,-0.019522905349731445,-0.001726446207612753,-0.02442292869091034,0.009227578528225422,0.015372112393379211,-0.01312282681465149
38,2687892177913979,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-0.013016321696341038,0.004608571529388428,-0.004122626036405563,-0.02276967279613018,-0.016605868935585022,-0.02236294001340866,0.006418975070118904,-0.0003184136003255844,-0.00899141002446413,-0.013800677843391895,-0.009750910103321075,0.01586879976093769,-0.004924291744828224,0.013667695224285126,-0.016391897574067116,0.0048935008235275745,-0.01644306629896164,0.013850163668394089,0.014817602932453156,0.003369739279150963
39,2485257761521706,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,-0.021774835884571075,-0.0003083478659391403,-0.011822397820651531,-0.03765265643596649,-0.02847905084490776,-0.031223582103848457,0.00962609238922596,-0.02175525389611721,-0.00568434689193964,-0.02113167941570282,0.004172157030552626,0.015582784079015255,-0.0054208021610975266,0.02405940368771553,0.006896708160638809,0.022412732243537903,0.006414358504116535,0.02620747685432434,0.03226333111524582,-0.010446786880493164
40,437513.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,-0.018187666311860085,0.009677457623183727,-4.047900438308716e-05,-0.03258731961250305,-0.014579378999769688,-0.02008455991744995,0.01722189038991928,0.02368987165391445,0.01777832582592964,-0.005293707363307476,-0.03506888076663017,0.031489722430706024,-0.02546555921435356,-0.007976440712809563,-0.037375543266534805,-0.010707123205065727,-0.041225239634513855,-0.006134643219411373,0.012182511389255524,0.003567580133676529
41,435515.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-0.007089528255164623,0.033198922872543335,0.0121819619089365,-0.018430892378091812,0.0002937689423561096,-0.009603960439562798,0.03032751940190792,0.011548628099262714,0.012015311047434807,-0.0010574692860245705,-0.032515935599803925,0.02725515514612198,-0.005618748255074024,-0.0021458251867443323,-0.03423121199011803,-0.011852824129164219,-0.04013494402170181,-0.00019494583830237389,0.007482933346182108,-0.0034019523300230503
42,197807.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-0.018184984102845192,0.014756530523300171,0.008586665615439415,-0.022991182282567024,-0.0100488793104887,-0.014331450685858727,0.018421828746795654,-0.006474315654486418,-0.023924551904201508,0.0030272649601101875,-0.007106667384505272,0.018629420548677444,-0.012662229128181934,0.012768091633915901,-0.01329175103455782,0.015115279704332352,-0.002953967545181513,0.017463527619838715,0.015105079859495163,0.014131082221865654
43,4086470061426815,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.00757413636893034,-0.0038720592856407166,-0.013477826490998268,-0.02164670266211033,-0.021977199241518974,-0.026540881022810936,0.003906456753611565,-0.021715659648180008,-0.02347068302333355,-0.022623641416430473,0.008021466434001923,0.0036744917742908,0.004720523953437805,0.027961932122707367,-0.0053601800464093685,0.015992071479558945,0.0024839446414262056,0.022662289440631866,0.016778387129306793,0.007185012102127075
44,398757.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,-0.004262431524693966,0.01385474018752575,0.0059491172432899475,-0.006309881806373596,0.013607259839773178,-0.010685229673981667,0.018527060747146606,0.018654709681868553,-0.0003992409911006689,0.0013450458645820618,-0.025313429534435272,0.019148677587509155,-0.009154802188277245,-0.009687441401183605,-0.03613358736038208,-0.015076559968292713,-0.02063106745481491,-0.0004295026883482933,-0.013042643666267395,-0.006789848208427429
45,148981.0,E.L.I.Z.A.,3,0.6667,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-0.0196213535964489,0.010033735074102879,-0.002339949831366539,-0.039965517818927765,-0.02030400186777115,-0.029585037380456924,0.014314774423837662,-0.007828034460544586,-0.0006964448839426041,-0.01296029519289732,-0.0167421642690897,0.025061292573809624,-0.008436987176537514,0.006782921031117439,-0.01787431910634041,0.0018480662256479263,-0.018726546317338943,0.013585960492491722,0.016789257526397705,0.0013377880677580833
46,2614098785326147,CarbonBot,4,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,-0.01816142164170742,-0.0004971195012331009,-0.011243337765336037,-0.028506357222795486,-0.02006313018500805,-0.028370143845677376,0.004113310948014259,-0.022735368460416794,-0.021577846258878708,-0.016309816390275955,0.004059166647493839,0.01872161589562893,0.004300431348383427,0.028040483593940735,-0.001629267237149179,0.017086338251829147,-0.005888801999390125,0.0247371643781662,0.022245772182941437,0.005812575109302998
47,535891.0,E.L.I.Z.A.,5,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.009707221761345863,0.009005149826407433,0.006537457928061485,-0.01109179574996233,-0.00017215777188539505,-0.016007278114557266,0.010088173672556877,0.01399304810911417,0.005104330368340015,-0.001604592427611351,-0.032759182155132294,0.03183531016111374,-0.013090266846120358,-0.0119178406894207,-0.035179175436496735,-0.014482785947620869,-0.03830186650156975,-0.0051272232085466385,0.006328857038170099,0.01725027710199356
48,192608.0,E.L.I.Z.A.,4,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,-0.016907578334212303,0.018832970410585403,0.015283536165952682,-0.015084275975823402,-0.004007850773632526,-0.007818024605512619,0.02454240247607231,0.023905035108327866,0.006680160295218229,0.006863427814096212,-0.03505207598209381,0.022363435477018356,-0.016147632151842117,-0.00945134088397026,-0.035009294748306274,-0.010469219647347927,-0.03918207809329033,-0.0016184565611183643,0.010734823532402515,0.0037215074989944696
